pl_name,updated_ecc,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,rv_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 163607 c,0.08,HD 163607,1,1,2,Radial Velocity,2010,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1272.0,4.4,-4.4,0,2.39,0.11,-0.11,0.0,,,,,,,,,699.54383,11.75971,-11.75971,0.0,2.201,0.037,-0.037,0.0,Msini,0.08,0.014,-0.014,0.0,,,,,,,,,0,38.37,0.65,-0.65,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5522.0,,,0.0,1.76,,,0.0,1.12,,,0.0,,,,,,3.97,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,0.1639,-0.1632,8.0,0.03,-0.03,6.271,0.02,-0.02,7.81298,0.000271,-0.000271,2018-12-03,2019-04,2018-12-06
HD 16417 b,0.2,HD 16417,1,2,1,Radial Velocity,2008,Anglo-Australian Telescope,1,Published Confirmed,0,<a refstr=O_TOOLE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...697.1263O/abstract target=ref> O'Toole et al. 2009 </a>,17.24,0.01,-0.01,0,0.14,0.01,-0.01,0.0,,,,,,,,,22.1,2.0,-2.0,0.0,0.0696,0.0063,-0.0063,0.0,Msini,0.2,0.09,-0.09,0.0,,,,,,,,,0,5.0,0.4,-0.4,0.0,<a refstr=O_TOOLE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...697.1263O/abstract target=ref> O'Toole et al. 2009 </a>,G1 V,,,,,,,,,1.2,,,0.0,0.06,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h36m58.58s,39.2441029,-34d34m44.73s,-34.5790905,25.3936,0.0353,-0.0352,5.78,0.03,-0.03,4.246,0.018,-0.018,5.61319,0.0010614,-0.0010614,2019-01-28,2009-06,2019-01-31
HD 164509 b,0.238,HD 164509,1,2,1,Radial Velocity,2010,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,280.17,0.82,-0.82,0,0.87,0.051,-0.051,0.0,,,,,,,,,140.79869,26.37989,-26.37989,0.0,0.443,0.083,-0.083,0.0,Msini,0.238,0.062,-0.062,0.0,,,,,,,,,0,13.15,0.77,-0.77,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5859.0,,,0.0,1.11,0.06,-0.06,0.0,1.12,0.19,-0.19,0.0,0.2,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h01m31.22s,270.3800811,+00d06m16.09s,0.1044685,53.1119,0.1432,-0.1425,8.1,0.03,-0.03,6.586,0.021,-0.021,7.95594,0.000404,-0.000404,2018-09-25,2018-11,2018-09-27
HD 164595 b,0.088,HD 164595,1,2,1,Radial Velocity,2015,Haute-Provence Observatory,1,Published Confirmed,0,<a refstr=COURCOL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581A..38C/abstract target=ref>Courcol et al. 2015</a>,40.0,0.24,-0.24,0,0.23,,,0.0,,,,,,,,,16.14,2.72,-2.72,0.0,0.05078,0.00856,-0.00856,0.0,Msini,0.088,0.12,-0.066,0.0,,,,,,,,,0,3.05,0.41,-0.41,0.0,<a refstr=COURCOL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581A..38C/abstract target=ref>Courcol et al. 2015</a>,G2 V,5790.0,40.0,-40.0,0.0,,,,,0.99,0.03,-0.03,0.0,-0.04,0.08,-0.08,0.0,[Fe/H],4.44,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h00m38.73s,270.1613723,+29d34m21.61s,29.5726698,28.254,0.0208,-0.0207,7.08597,0.023,-0.023,5.482,0.021,-0.021,6.89472,0.000223,-0.000223,2015-09-08,2015-09,2015-09-10
HD 164604 b,0.35,HD 164604,1,1,1,Radial Velocity,2009,Las Campanas Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,641.472,10.129,-10.129,0,1.331,0.029,-0.029,0.0,,,,,,,,,635.0,82.3,-82.3,0.0,1.99792,0.25894,-0.25894,0.0,Msini,0.35,0.1,-0.1,0.0,,,,,,,,,0,60.66,6.97,-6.97,0.0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K3.5 V,4684.0,135.0,-37.0,0.0,,,,,0.77,0.04,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h03m06.89s,270.7787177,-28d33m39.00s,-28.5608343,39.3633,0.0963,-0.0959,9.62,0.03,-0.03,7.169,0.02,-0.02,9.32786,0.000339,-0.000339,2019-05-20,2019-06,2019-05-23
HD 164922 b,0.08,HD 164922,1,1,4,Radial Velocity,2005,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,1207.0,4.0,-5.0,0,2.16,0.03,-0.03,0.0,,,,,,,,,116.0,10.0,-12.0,0.0,0.36497,0.03146,-0.03776,0.0,Msini,0.08,0.06,-0.05,0.0,,,,,,,,,0,6.7,0.3,-0.3,0.0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,2020-05-15,2020-07,2020-05-21
HD 164922 c,0.12,HD 164922,1,1,4,Radial Velocity,2016,Multiple Observatories,1,Published Confirmed,0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,75.74,0.06,-0.05,0,0.341,0.004,-0.004,0.0,,,,,,,,,13.0,3.0,-2.0,0.0,0.0409,0.00944,-0.00629,0.0,Msini,0.12,0.11,-0.09,0.0,,,,,,,,,0,2.2,0.2,-0.2,0.0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,2020-05-15,2020-07,2020-05-21
HD 164922 d,0.12,HD 164922,1,1,4,Radial Velocity,2020,Roque de los Muchachos Observatory,1,Published Confirmed,0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,12.458,0.003,-0.003,0,0.103,0.001,-0.001,0.0,,,,,,,,,4.0,1.0,-1.0,0.0,0.01259,0.00315,-0.00315,0.0,Msini,0.12,0.13,-0.08,0.0,,,,,,,,,0,1.3,0.2,-0.2,0.0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,2020-05-15,2020-07,2020-05-21
HD 164922 e,0.086,HD 164922,1,1,4,Radial Velocity,2021,Multiple Observatories,1,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,41.763,0.012,-0.012,0,0.2292,0.0026,-0.0027,0.0,,,,,,,,,10.52012,0.98527,-0.98527,0.0,0.0331,0.0031,-0.0031,0.0,Msini,0.086,0.083,-0.06,0.0,,,,,,,,,0,2.06,0.19,-0.19,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5393.43,68.33,-68.33,0.0,1.0,0.02,-0.02,0.0,0.92,0.03,-0.03,0.0,0.197,0.057,-0.057,0.0,[Fe/H],4.4,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,2021-09-20,2021-07,2021-09-20
HD 165155 b,0.2,HD 165155,1,1,1,Radial Velocity,2016,Multiple Observatories,1,Published Confirmed,0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,434.5,2.1,-2.1,0,1.13,0.04,-0.04,0.0,,,,,,,,,918.5287,73.1009,-73.1009,0.0,2.89,0.23,-0.23,0.0,Msini,0.2,0.03,-0.03,0.0,,,,,,,,,0,75.8,3.0,-3.0,0.0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G8 V,5426.0,100.0,-100.0,0.0,0.95,0.11,-0.11,0.0,1.02,0.05,-0.05,0.0,0.09,0.1,-0.1,0.0,[Fe/H],4.49,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m57.44s,271.4893395,-29d55m02.11s,-29.9172536,63.3574,0.2184,-0.2168,9.36,0.03,-0.03,7.584,0.02,-0.02,9.21413,0.000281,-0.000281,2016-11-09,2017-04,2016-11-10
HD 1666 b,0.63,HD 1666,1,1,1,Radial Velocity,2015,Multiple Observatories,1,Published Confirmed,0,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,270.0,0.8,-0.9,0,0.94,0.01,-0.02,0.0,,,,,,,,,2040.0,99.0,-70.0,0.0,6.43,0.31,-0.22,0.0,Msini,0.63,0.03,-0.02,0.0,,,,,,,,,0,199.4,8.8,-5.5,0.0,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,F7 V,6317.0,44.0,-44.0,0.0,1.93,0.49,-0.49,0.0,1.5,0.07,-0.07,0.0,0.37,0.04,-0.04,0.0,[Fe/H],4.06,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m52.33s,5.2180424,-19d55m53.34s,-19.9314823,117.908,0.687,-0.679,8.17,0.03,-0.03,6.964,0.023,-0.023,8.05121,0.000278,-0.000278,2015-04-01,2015-06,2015-04-01
HD 166724 b,0.734,HD 166724,1,1,1,Radial Velocity,2012,La Silla Observatory,1,Published Confirmed,0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,5144.0,705.0,-467.0,0,5.42,0.43,-0.43,0.0,,,,,,,,,1121.89,34.96,-34.96,0.0,3.53,0.11,-0.11,0.0,Msini,0.734,0.02,-0.02,0.0,,,,,,,,,0,71.0,1.7,-1.7,0.0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,K0 IV-V,5127.0,52.0,-52.0,0.0,,,,,0.81,0.02,-0.02,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.43,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h13m59.73s,273.4988604,-42d34m32.60s,-42.5757218,45.1342,0.0903,-0.0899,9.33,0.03,-0.03,7.246,0.024,-0.024,9.06863,0.000336,-0.000336,2014-05-14,2013-03,2014-05-14
HD 167042 b,0.01,HD 167042,1,1,1,Radial Velocity,2007,Lick Observatory,1,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,417.67,0.43,-0.41,0,1.22,0.001,-0.001,0.0,,,,,,,,,444.00628,9.85268,-13.98445,0.0,1.397,0.031,-0.044,0.0,Msini,0.01,0.033,-0.004,0.0,,,,,,,,,0,30.52,0.7,-0.95,0.0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,K1 IV,4919.0,,,0.0,4.63,0.43,-0.4,0.0,1.39,0.17,-0.19,0.0,-0.01,0.1,-0.11,0.0,[Fe/H],3.23,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h10m31.83s,272.6326268,+54d17m15.43s,54.2876184,49.6633,0.1348,-0.1348,5.98796,0.023,-0.023,3.55,0.238,-0.238,5.72384,0.001632,-0.001632,2023-09-19,2023-08,2023-09-19
HD 167768 b,0.149,HD 167768,1,1,1,Radial Velocity,2022,Okayama Astrophysical Observatory,1,Published Confirmed,0,<a refstr=TENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106576T/abstract target=ref>Teng et al. 2022</a>,20.6532,0.0034,-0.0035,0,0.1512,0.0058,-0.0063,0.0,,,,,,,,,270.15415,38.13941,-34.96112,0.0,0.85,0.12,-0.11,0.0,Msini,0.149,0.101,-0.096,0.0,,,,,,,,,0,61.06,6.74,-6.96,0.0,<a refstr=TENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106576T/abstract target=ref>Teng et al. 2022</a>,G8 III,4851.0,45.0,-44.0,0.0,9.7,0.25,-0.25,0.0,1.08,0.14,-0.12,0.0,-0.67,0.09,-0.08,0.0,[Fe/H],2.5,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h16m53.12s,274.2213308,-03d00m30.89s,-3.0085807,107.214,1.0755,-1.0755,5.98894,0.023,-0.023,3.895,0.036,-0.036,5.7545,0.0015183,-0.0015183,2022-11-29,2022-11,2022-11-29
HD 168009 b,0.12,HD 168009,1,1,1,Radial Velocity,2021,Multiple Observatories,1,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,15.1479,0.0035,-0.0037,0,0.1192,0.0017,-0.0018,0.0,,,,,,,,,9.53485,1.20775,-1.17597,0.0,0.03,0.0038,-0.0037,0.0,Msini,0.12,0.11,-0.082,0.0,,,,,,,,,0,2.53,0.31,-0.3,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5778.33,94.42,-94.42,0.0,1.21,0.03,-0.03,0.0,0.99,0.04,-0.04,0.0,0.018,0.061,-0.061,0.0,[Fe/H],4.27,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h15m32.35s,273.8847918,+45d12m31.76s,45.2088229,23.3032,0.0118,-0.0118,6.295,0.006,-0.006,4.756,0.021,-0.021,6.14052,0.0004815,-0.0004815,2021-09-20,2021-07,2021-09-20
HD 168443 b,0.53,HD 168443,1,1,2,Radial Velocity,1998,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,58.11187,0.00024,-0.00018,0,0.292,0.011,-0.012,0.0,,,,,,,,,2424.39509,192.60401,-201.18538,0.0,7.628,0.606,-0.633,0.0,Msini,0.53,0.002,-0.001,0.0,,,,,,,,,0,475.836,1.298,-0.79,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.98,0.12,-0.12,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,0.1224,-0.1217,6.92122,0.023,-0.023,5.211,0.015,-0.015,6.73166,0.000327,-0.000327,2023-06-14,2022-09,2023-06-14
HD 168443 c,0.21,HD 168443,1,1,2,Radial Velocity,2000,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1753.1096,0.77149,-0.72042,0,2.842,0.11,-0.12,0.0,,,,,,,,,5500.33841,810.46244,-287.95254,0.0,17.306,2.55,-0.906,0.0,Mass,0.21,0.002,-0.003,0.0,,,,,,,,,0,298.855,0.612,-0.64,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.98,0.12,-0.12,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,0.1224,-0.1217,6.92122,0.023,-0.023,5.211,0.015,-0.015,6.73166,0.000327,-0.000327,2023-06-12,2022-09,2023-06-12
HD 168746 b,0.11,HD 168746,1,1,1,Radial Velocity,2002,La Silla Observatory,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6.404,0.0014,-0.0014,0,0.07,0.0,0.0,0.0,,,,,,,,,85.8141,6.3566,-6.3566,0.0,0.27,0.02,-0.02,0.0,Msini,0.11,0.08,-0.08,0.0,,,,,,,,,0,28.6,1.7,-1.7,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5570.0,12.0,-12.0,0.0,1.09,0.02,-0.02,0.0,1.07,0.06,-0.06,0.0,-0.08,,,0.0,[Fe/H],4.39,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h21m49.76s,275.4573269,-11d55m22.71s,-11.9229757,41.5681,0.1,-0.0995,7.95,0.03,-0.03,6.253,0.024,-0.024,7.77169,0.000427,-0.000427,2018-09-04,2017-03,2018-09-06
HD 168863 b,0.187,HD 168863,1,1,1,Radial Velocity,2022,Multiple Observatories,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,14773.93272,8638.61024,-2644.05863,0,10.961,3.798,-1.423,0.0,,,,,,,,,2154.8766,354.06085,-348.33993,0.0,6.78,1.114,-1.096,0.0,Mass,0.187,0.181,-0.064,0.0,,,,,,,,,0,50.701,4.706,-4.642,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.8,0.1,-0.1,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h22m39.41s,275.6642157,-18d01m19.10s,-18.0219726,39.8979,0.0924,-0.0919,9.35,0.03,-0.03,7.04,0.021,-0.021,9.06821,0.000331,-0.000331,2023-06-12,2022-09,2023-06-12
HD 1690 b,0.64,HD 1690,1,1,1,Radial Velocity,2010,La Silla Observatory,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,533.0,1.7,-1.7,0,1.36,0.09,-0.09,0.0,,,,,,,,,2793.7257,1153.7229,-1153.7229,0.0,8.79,3.63,-3.63,0.0,Msini,0.64,0.04,-0.04,0.0,,,,,,,,,0,190.0,29.0,-29.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4374.0,31.0,-31.0,0.0,21.66,6.18,-6.18,0.0,1.86,1.06,-1.06,0.0,-0.27,,,0.0,[Fe/H],2.04,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h21m13.34s,5.3055886,-08d16m52.12s,-8.2811442,752.615,27.894,-27.894,9.19,0.03,-0.03,6.018,0.026,-0.026,8.74943,0.00047,-0.00047,2018-09-04,2017-03,2018-09-06
HD 169830 b,0.294,HD 169830,1,1,2,Radial Velocity,2000,La Silla Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,225.67372,0.05685,-0.065,0,0.765,0.033,-0.036,0.0,,,,,,,,,804.4237,71.19356,-75.32533,0.0,2.531,0.224,-0.237,0.0,Msini,0.294,0.012,-0.011,0.0,,,,,,,,,0,79.46,1.349,-1.212,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.17,0.16,-0.16,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,0.1484,-0.1473,5.9,0.03,-0.03,4.688,0.024,-0.024,5.77641,0.0014001,-0.0014001,2023-06-14,2022-09,2023-06-14
HD 169830 c,0.246,HD 169830,1,1,2,Radial Velocity,2003,La Silla Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1818.82339,5.67578,-6.41838,0,3.075,0.132,-0.146,0.0,,,,,,,,,2437.42605,615.63362,-875.61726,0.0,7.669,1.937,-2.755,0.0,Mass,0.246,0.022,-0.018,0.0,,,,,,,,,0,49.041,0.821,-0.726,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.17,0.16,-0.16,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,0.1484,-0.1473,5.9,0.03,-0.03,4.688,0.024,-0.024,5.77641,0.0014001,-0.0014001,2023-06-12,2022-09,2023-06-12
